,FlowStep,Thingname,ActorModifiedby,Line_number,CreatedBy,tag_number,Created_By,Startedby,"CONVERT_TZ(t3.completed, 'GMT', 'US/Pacific')",PartNumber,created
567,3BM-40001,TG120255002S50,3BM3-40001-01,LINE3,ignition-gf1-bm-tag2-prod,tag2-,,3BM3-40001-01,00:49.5,1093905-01-H,54:12.0
568,3BM-40001,TG120255002TDP,3BM2-40001-01,LINE2,ignition-gf1-bm-tag2-prod,tag2-,,3BM2-40001-01,02:14.2,1093905-01-H,14:31.0
569,3BM-40001,TG120255002PAS,3BM1-40001-01,LINE1,ignition-gf1-bm-tag2-prod,tag2-,,3BM1-40001-01,02:25.2,1091594-01-H,34:49.0
570,3BM-40001,TG120255002T0A,3BM3-40001-01,LINE3,ignition-gf1-bm-tag2-prod,tag2-,,3BM3-40001-01,03:09.8,1093905-01-H,06:59.0
571,3BM-40001,TG120255002ST8,3BM2-40001-01,LINE2,ignition-gf1-bm-tag2-prod,tag2-,,3BM2-40001-01,03:32.7,1093905-01-H,04:06.0
572,3BM-40001,TG120255002T0C,3BM3-40001-01,LINE3,ignition-gf1-bm-tag2-prod,tag2-,,3BM3-40001-01,04:05.0,1093905-01-H,07:00.0
573,3BM-40001,TG120255002TK2,3BM2-40001-01,LINE2,ignition-gf1-bm-tag2-prod,tag2-,,3BM2-40001-01,05:02.0,1093905-01-H,17:31.0
574,3BM-40001,TG120255002KCM,mgilger,,ignition-gf1-bm-tag2-prod,tag2-,,mgilger,05:32.8,1091594-01-H,38:32.0
575,3BM-40001,TG120255002PAK,3BM1-40001-01,LINE1,ignition-gf1-bm-tag2-prod,tag2-,,3BM1-40001-01,05:36.0,1091594-01-H,34:49.0
576,3BM-40001,TG120255002TK3,3BM2-40001-01,LINE2,ignition-gf1-bm-tag2-prod,tag2-,,3BM2-40001-01,06:17.0,1093905-01-H,17:32.0
577,3BM-40001,TG120255002THB,3BM3-40001-01,LINE3,ignition-gf1-bm-tag2-prod,tag2-,,3BM3-40001-01,06:35.4,1093905-01-H,16:35.0
578,3BM-40001,TG120255002T0D,3BM3-40001-01,LINE3,ignition-gf1-bm-tag2-prod,tag2-,,3BM3-40001-01,09:13.5,1093905-01-H,07:00.0
579,3BM-40001,TG120255002VKT,3BM2-40001-01,LINE2,ignition-gf1-bm-tag2-prod,tag2-,,3BM2-40001-01,10:52.0,1093905-01-H,36:24.0
580,3BM-40001,TG120255002PAT,3BM1-40001-01,LINE1,ignition-gf1-bm-tag2-prod,tag2-,,3BM1-40001-01,10:52.5,1091594-01-H,34:49.0
581,3BM-40001,TG120255002TH9,3BM3-40001-01,LINE3,ignition-gf1-bm-tag2-prod,tag2-,,3BM3-40001-01,11:50.4,1093905-01-H,16:35.0
582,3BM-40001,TG120255002PAV,3BM1-40001-01,LINE1,ignition-gf1-bm-tag2-prod,tag2-,,3BM1-40001-01,12:07.5,1091594-01-H,34:50.0
583,3BM-40001,TG120255002VF2,3BM2-40001-01,LINE2,ignition-gf1-bm-tag2-prod,tag2-,,3BM2-40001-01,12:44.7,1093905-01-H,33:37.0
584,3BM-40001,TG120255002THA,3BM3-40001-01,LINE3,ignition-gf1-bm-tag2-prod,tag2-,,3BM3-40001-01,12:52.5,1093905-01-H,16:35.0
585,3BM-40001,TG120255002PAL,3BM1-40001-01,LINE1,ignition-gf1-bm-tag2-prod,tag2-,,3BM1-40001-01,13:09.1,1091594-01-H,34:49.0
586,3BM-40001,TG120255002VKV,3BM2-40001-01,LINE2,ignition-gf1-bm-tag2-prod,tag2-,,3BM2-40001-01,14:01.7,1093905-01-H,36:24.0
587,3BM-40001,TG120255002THD,3BM3-40001-01,LINE3,ignition-gf1-bm-tag2-prod,tag2-,,3BM3-40001-01,14:05.5,1093905-01-H,16:35.0
588,3BM-40001,TG120255002W8R,3BM2-40001-01,LINE2,ignition-gf1-bm-tag2-prod,tag2-,,3BM2-40001-01,15:04.1,1093905-01-H,39:25.0
589,3BM-40001,TG120255002THG,3BM3-40001-01,LINE3,ignition-gf1-bm-tag2-prod,tag2-,,3BM3-40001-01,15:19.1,1093905-01-H,16:36.0
590,3BM-40001,TG120255002KR9,3BM2-40001-01,LINE2,ignition-gf1-bm-tag2-prod,tag2-,,3BM2-40001-01,16:22.5,1093906-01-H,43:29.0
591,3BM-40001,TG120255002WJ1,3BM3-40001-01,LINE3,ignition-gf1-bm-tag2-prod,tag2-,,3BM3-40001-01,16:37.2,1093905-01-H,44:10.0
592,3BM-40001,TG120255002WMZ,3BM2-40001-01,LINE2,ignition-gf1-bm-tag2-prod,tag2-,,3BM2-40001-01,17:45.6,1093906-01-H,46:12.0
593,3BM-40001,TG120255002X1D,3BM2-40001-01,LINE2,ignition-gf1-bm-tag2-prod,tag2-,,3BM2-40001-01,19:04.9,1093906-01-H,52:28.0
594,3BM-40001,TG120255002V1L,3BM1-40001-01,LINE1,ignition-gf1-bm-tag2-prod,tag2-,,3BM1-40001-01,19:41.7,1091594-01-H,25:37.0
595,3BM-40001,TG120255002WN2,3BM2-40001-01,LINE2,ignition-gf1-bm-tag2-prod,tag2-,,3BM2-40001-01,20:32.5,1093906-01-H,46:13.0
596,3BM-40001,TG120255002PPF,3BM2-40001-01,LINE2,ignition-gf1-bm-tag2-prod,tag2-,,3BM2-40001-01,22:12.7,1093906-01-H,40:11.0
597,3BM-40001,TG120255002P87,3BM1-40001-01,LINE1,ignition-gf1-bm-tag2-prod,tag2-,,3BM1-40001-01,22:58.0,1091594-01-H,33:54.0
598,3BM-40001,TG120255002W9P,3BM1-40001-01,LINE1,ignition-gf1-bm-tag2-prod,tag2-,,3BM1-40001-01,24:06.2,1091594-01-H,40:02.0
599,3BM-40001,TG120255002X9P,3BM3-40001-01,LINE3,ignition-gf1-bm-tag2-prod,tag2-,,3BM3-40001-01,24:27.7,1093905-01-H,57:11.0
600,3BM-40001,TG120255002W9T,3BM1-40001-01,LINE1,ignition-gf1-bm-tag2-prod,tag2-,,3BM1-40001-01,25:08.9,1091594-01-H,40:02.0
601,3BM-40001,TG120255002X9S,3BM3-40001-01,LINE3,ignition-gf1-bm-tag2-prod,tag2-,,3BM3-40001-01,25:31.8,1093905-01-H,57:12.0
602,3BM-40001,TG120255002XD0,3BM2-40001-01,LINE2,ignition-gf1-bm-tag2-prod,tag2-,,3BM2-40001-01,25:53.6,1093906-01-H,58:51.0
603,3BM-40001,TG120255002W9V,3BM1-40001-01,LINE1,ignition-gf1-bm-tag2-prod,tag2-,,3BM1-40001-01,26:18.6,1091594-01-H,40:02.0
604,3BM-40001,TG120255002X9N,3BM3-40001-01,LINE3,ignition-gf1-bm-tag2-prod,tag2-,,3BM3-40001-01,26:54.9,1093905-01-H,57:11.0
605,3BM-40001,TG120255002W9R,3BM1-40001-01,LINE1,ignition-gf1-bm-tag2-prod,tag2-,,3BM1-40001-01,27:11.9,1091594-01-H,40:02.0
606,3BM-40001,TG120255002W9W,3BM1-40001-01,LINE1,ignition-gf1-bm-tag2-prod,tag2-,,3BM1-40001-01,28:20.4,1091594-01-H,40:02.0
607,3BM-40001,TG120255002WPM,3BM1-40001-01,LINE1,ignition-gf1-bm-tag2-prod,tag2-,,3BM1-40001-01,29:29.0,1091594-01-H,47:02.0
608,3BM-40001,TG120255002V1N,3BM1-40001-01,LINE1,ignition-gf1-bm-tag2-prod,tag2-,,3BM1-40001-01,30:33.4,1091594-01-H,25:38.0
609,3BM-40001,TG120255002W8P,3BM2-40001-01,LINE2,ignition-gf1-bm-tag2-prod,tag2-,,3BM2-40001-01,30:50.8,1093905-01-H,39:24.0
610,3BM-40001,TG120255002WPR,3BM1-40001-01,LINE1,ignition-gf1-bm-tag2-prod,tag2-,,3BM1-40001-01,35:20.8,1091594-01-H,47:03.0
611,3BM-40001,TG120255002WPS,3BM1-40001-01,LINE1,ignition-gf1-bm-tag2-prod,tag2-,,3BM1-40001-01,36:49.0,1091594-01-H,47:03.0
612,3BM-40001,TG120255002WMX,3BM2-40001-01,LINE2,ignition-gf1-bm-tag2-prod,tag2-,,3BM2-40001-01,37:02.7,1093906-01-H,46:12.0
613,3BM-40001,TG120255002X1P,3BM2-40001-01,LINE2,ignition-gf1-bm-tag2-prod,tag2-,,3BM2-40001-01,38:22.6,1093906-01-H,52:39.0
614,3BM-40001,TG120255002XAT,3BM2-40001-01,LINE2,ignition-gf1-bm-tag2-prod,tag2-,,3BM2-40001-01,39:34.9,1093906-01-H,57:36.0
615,3BM-40001,TG120255002WPV,3BM1-40001-01,LINE1,ignition-gf1-bm-tag2-prod,tag2-,,3BM1-40001-01,39:41.5,1091594-01-H,47:03.0
616,3BM-40001,TG120255002LL6,3BM2-40001-01,LINE2,ignition-gf1-bm-tag2-prod,tag2-,,3BM2-40001-01,40:52.3,1093906-01-H,56:09.0
617,3BM-40001,TG120255002WPW,3BM1-40001-01,LINE1,ignition-gf1-bm-tag2-prod,tag2-,,3BM1-40001-01,41:10.0,1091594-01-H,47:03.0
618,3BM-40001,TG120255002XDF,3BM3-40001-01,LINE3,ignition-gf1-bm-tag2-prod,tag2-,,3BM3-40001-01,41:21.6,1093905-01-H,59:03.0
619,3BM-40001,TG120255002XD1,3BM2-40001-01,LINE2,ignition-gf1-bm-tag2-prod,tag2-,,3BM2-40001-01,42:14.3,1093906-01-H,58:51.0
620,3BM-40001,TG120255002WPN,3BM1-40001-01,LINE1,ignition-gf1-bm-tag2-prod,tag2-,,3BM1-40001-01,42:34.3,1091594-01-H,47:02.0
